rank,title,year,imdb_rate,href,summary,cast
190,The Big Lebowski,1998,8.1,https://www.imdb.com/title/tt0118715/,"Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it.","Jeff Bridges,John Goodman,Julianne Moore,Steve Buscemi,David Huddleston,Philip Seymour Hoffman,Tara Reid,Philip Moon,Mark Pellegrino,Peter Stormare,Flea,Torsten Voges,Jimmie Dale Gilmore,Jack Kehler,John Turturro"
191,The Grand Budapest Hotel,2014,8.1,https://www.imdb.com/title/tt2278388/,"A writer encounters the owner of an aging high-class hotel, who tells him of his early years serving as a lobby boy in the hotel's glorious years under an exceptional concierge.","Ralph Fiennes,F. Murray Abraham,Mathieu Amalric,Adrien Brody,Willem Dafoe,Jeff Goldblum,Harvey Keitel,Jude Law,Bill Murray,Edward Norton,Saoirse Ronan,Jason Schwartzman,Léa Seydoux,Tilda Swinton,Tom Wilkinson"
192,Before Sunrise,1995,8.1,https://www.imdb.com/title/tt0112471/,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.","Ethan Hawke,Julie Delpy,Andrea Eckert,Hanno Pöschl,Karl Bruckschwaiger,Tex Rubinowitz,Erni Mangold,Dominik Castell,Haymon Maria Buttinger,Harald Waiglein,Bilge Jeschim,Kurti,Hans Weingartner,Liese Lyon,Peter Ily Huemer"
193,Eskiya,1996,8.1,https://www.imdb.com/title/tt0116231/,"Baran the Bandit, released from prison after 35 years, searches for vengeance and his lover.","Sener Sen,Ugur Yücel,Sermin Hürmeriç,Yesim Salkim,Kamran Usluer,Ülkü Duru,Özkan Ugur,Necdet Mahfi Ayral,Kayhan Yildizoglu,Güven Hokna,Kemal Inci,Melih Çardak,Settar Tanriögen,Celal Perk,Ümit Çirak"
194,Hãy Bắt Tôi Nếu Có Thể,2002,8.1,https://www.imdb.com/title/tt0264464/,"A seasoned FBI agent pursues Frank Abagnale Jr. who, before his 19th birthday, successfully forged millions of dollars' worth of checks while posing as a Pan Am pilot, a doctor, and a legal prosecutor.","Leonardo DiCaprio,Tom Hanks,Christopher Walken,Martin Sheen,Nathalie Baye,Amy Adams,James Brolin,Brian Howe,Frank John Hughes,Steve Eastin,Chris Ellis,John Finn,Jennifer Garner,Nancy Lenehan,Ellen Pompeo"
195,Persona,1966,8.1,https://www.imdb.com/title/tt0060827/,A nurse is put in charge of a mute actress and finds that their personae are melding together.,"Bibi Andersson,Liv Ullmann,Margaretha Krook,Gunnar Björnstrand"
196,To Be or Not to Be,1942,8.1,https://www.imdb.com/title/tt0035446/,"During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.","Carole Lombard,Jack Benny,Robert Stack,Felix Bressart,Lionel Atwill,Stanley Ridges,Sig Ruman,Tom Dugan,Charles Halton,George Lynn,Henry Victor,Maude Eburne,Halliwell Hobbes,Miles Mander"
197,Cuộc Đua Lịch Sử,2019,8.1,https://www.imdb.com/title/tt1950186/,American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.,"Matt Damon,Christian Bale,Jon Bernthal,Caitriona Balfe,Josh Lucas,Noah Jupe,Tracy Letts,Remo Girone,Ray McKinnon,JJ Feild,Jack McMullen,Corrado Invernizzi,Joe Williamson,Ian Harding,Christopher Darga"
198,The General,1926,8.1,https://www.imdb.com/title/tt0017925/,"When Union spies steal an engineer's beloved locomotive, he pursues it single-handedly and straight through enemy lines.","Marion Mack,Glen Cavender,Jim Farley,Frederick Vroom,Charles Henry Smith,Frank Barnes,Joe Keaton,Mike Donlin,Tom Nawn,Buster Keaton"
199,Lần Theo Dấu Vết,2013,8.1,https://www.imdb.com/title/tt1392214/,"When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts.","Hugh Jackman,Jake Gyllenhaal,Viola Davis,Maria Bello,Terrence Howard,Melissa Leo,Paul Dano,Dylan Minnette,Zoë Soul,Erin Gerasimovich,Kyla-Drew,Wayne Duvall,Len Cariou,David Dastmalchian,Brad James"
200,Bí Kíp Luyện Rồng,2010,8.1,https://www.imdb.com/title/tt0892769/,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.","Jay Baruchel,Gerard Butler,Craig Ferguson,America Ferrera,Jonah Hill,Christopher Mintz-Plasse,T.J. Miller,Kristen Wiig,Robin Atkin Downes,Philip McGrade,Kieron Elliott,Ashley Jensen,David Tennant"
201,Sherlock Jr.,1924,8.1,https://www.imdb.com/title/tt0015324/,"A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch.","Buster Keaton,Kathryn McGuire,Joe Keaton,Erwin Connelly,Ward Crane"
202,Mr. Smith Goes to Washington,1939,8.1,https://www.imdb.com/title/tt0031679/,"A naive man is appointed to fill a vacancy in the United States Senate. His plans promptly collide with political corruption, but he doesn't back down.","Jean Arthur,James Stewart,Claude Rains,Edward Arnold,Guy Kibbee,Thomas Mitchell,Eugene Pallette,Beulah Bondi,H.B. Warner,Harry Carey,Astrid Allwyn,Ruth Donnelly,Grant Mitchell,Porter Hall,H.V. Kaltenborn"
203,12 Năm Nô Lệ,2013,8.1,https://www.imdb.com/title/tt2024544/,"In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.","Chiwetel Ejiofor,Dwight Henry,Dickie Gravois,Bryan Batt,Ashley Dyke,Kelsey Scott,Quvenzhané Wallis,Cameron Zeigler,Tony Bentley,Scoot McNairy,Taran Killam,Christopher Berry,Bill Camp,Mister Mackey Jr.,Chris Chalk"
204,Barry Lyndon,1975,8.1,https://www.imdb.com/title/tt0072684/,An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England.,"Ryan O'Neal,Marisa Berenson,Patrick Magee,Hardy Krüger,Steven Berkoff,Gay Hamilton,Marie Kean,Diana Körner,Murray Melvin,Frank Middlemass,André Morell,Arthur O'Sullivan,Godfrey Quigley,Leonard Rossiter,Philip Stone"
205,Max Điên: Con Đường Tử Thần,2015,8.1,https://www.imdb.com/title/tt1392190/,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper, and a drifter named Max.","Tom Hardy,Charlize Theron,Nicholas Hoult,Hugh Keays-Byrne,Josh Helman,Nathan Jones,Zoë Kravitz,Rosie Huntington-Whiteley,Riley Keough,Abbey Lee,Courtney Eaton,John Howard,Richard Carter,Iota,Angus Sampson"
206,Network,1976,8.1,https://www.imdb.com/title/tt0074958/,A television network cynically exploits a deranged former anchor's ravings and revelations about the news media for its own profit.,"Faye Dunaway,William Holden,Peter Finch,Robert Duvall,Wesley Addy,Ned Beatty,Arthur Burghardt,Bill Burrows,John Carpenter,Jordan Charney,Kathy Cronkite,Ed Crowley,Jerome Dempsey,Conchata Ferrell,Gene Gross"
207,Stand by Me,1986,8.1,https://www.imdb.com/title/tt0092005/,"After the death of one of his friends, a writer recounts a childhood journey with his friends to find the body of a missing boy.","Wil Wheaton,River Phoenix,Corey Feldman,Jerry O'Connell,Kiefer Sutherland,Casey Siemaszko,Gary Riley,Bradley Gregg,Jason Oliver Lipsett,Marshall Bell,Frances Lee McCain,Bruce Kirby,William Bronder,Scott Beach,Richard Dreyfuss"
208,Million Dollar Baby,2004,8.1,https://www.imdb.com/title/tt0405159/,A determined woman works with a hardened boxing trainer to become a professional.,"Clint Eastwood,Hilary Swank,Morgan Freeman,Jay Baruchel,Mike Colter,Lucia Rijker,Brían F. O'Byrne,Anthony Mackie,Margo Martindale,Riki Lindhome,Michael Peña,Benito Martinez,Bruce MacVittie,David Powledge,Joe D'Angerio"
209,Cool Hand Luke,1967,8.1,https://www.imdb.com/title/tt0061512/,"A laid back Southern man is sentenced to two years in a rural prison, but refuses to conform.","Paul Newman,George Kennedy,J.D. Cannon,Lou Antonio,Robert Drivas,Strother Martin,Jo Van Fleet,Clifton James,Morgan Woodward,Luke Askew,Marc Cavell,Richard Davalos,Robert Donner,Warren Finnerty,Dennis Hopper"
210,Into the Wild,2007,8.1,https://www.imdb.com/title/tt0758758/,"After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life.","Emile Hirsch,Marcia Gay Harden,William Hurt,Jena Malone,Brian H. Dierker,Catherine Keener,Vince Vaughn,Kristen Stewart,Hal Holbrook,Jim Gallien,James O'Neill,Malinda McCollum,Paul Knauls,Zach Galifianakis,Craig Mutsch"
211,Hachi: A Dog's Tale,2009,8.1,https://www.imdb.com/title/tt1028532/,A college professor bonds with an abandoned dog he takes into his home.,"Richard Gere,Joan Allen,Cary-Hiroyuki Tagawa,Sarah Roemer,Jason Alexander,Erick Avari,Davenia McFadden,Robbie Sublett,Kevin DeCoste,Rob Degnan,Tora Hallström,Donna Sorbello,Frank S. Aronson,Troy Doherty,Ian Sherman"
212,Ben-Hur,1959,8.1,https://www.imdb.com/title/tt0052618/,"After a Jewish prince is betrayed and sent into slavery by a Roman friend, he regains his freedom and comes back for revenge.","Charlton Heston,Jack Hawkins,Haya Harareet,Stephen Boyd,Hugh Griffith,Martha Scott,Cathy O'Donnell,Sam Jaffe,Finlay Currie,Frank Thring,Terence Longdon,George Relph,André Morell"
213,Dead Poets Society,1989,8.1,https://www.imdb.com/title/tt0097165/,Maverick teacher John Keating uses poetry to embolden his boarding school students to new heights of self-expression.,"Robin Williams,Robert Sean Leonard,Ethan Hawke,Josh Charles,Gale Hansen,Dylan Kussman,Allelon Ruggiero,James Waterston,Norman Lloyd,Kurtwood Smith,Carla Belver,Leon Pownall,George Martin,Joe Aufiery,Matt Carey"
214,Le salaire de la peur,1953,8.1,https://www.imdb.com/title/tt0046268/,"In a decrepit South American village, four men are hired to transport an urgent nitroglycerine shipment without the equipment that would make it safe.","Yves Montand,Charles Vanel,Folco Lulli,Peter van Eyck,Véra Clouzot,William Tubbs,Darío Moreno,Jo Dest,Antonio Centa,Luis De Lima,Grégoire Gromoff,Joseph Palau-Fabre,Faustini,Seguna,Darling Légitimus"
215,Platoon,1986,8.1,https://www.imdb.com/title/tt0091763/,A young soldier in Vietnam faces a moral crisis when confronted with the horrors of war and the duality of man.,"Keith David,Forest Whitaker,Francesco Quinn,Kevin Dillon,John C. McGinley,Reggie Johnson,Mark Moses,Corey Glover,Johnny Depp,Chris Pedersen,Bob Orwig,Corkey Ford,David Neidorf,Tom Berenger,Willem Dafoe"
216,Harry Potter và Bảo Bối Tử Thần: Phần 2,2011,8.1,https://www.imdb.com/title/tt1201607/,"Harry, Ron, and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts.","Ralph Fiennes,Michael Gambon,Alan Rickman,Daniel Radcliffe,Rupert Grint,Emma Watson,Evanna Lynch,Domhnall Gleeson,Clémence Poésy,Warwick Davis,John Hurt,Helena Bonham Carter,Graham Duff,Anthony Allgood,Rusty Goffe"
217,Life of Brian,1979,8.1,https://www.imdb.com/title/tt0079470/,"Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah.","Graham Chapman,John Cleese,Terry Gilliam,Eric Idle,Terry Jones,Michael Palin,Terence Bayler,Carol Cleveland,Kenneth Colley,Neil Innes,Charles McKeown,John Young,Gwen Taylor,Sue Jones-Davies,Peter Brett"
218,Logan: Người Sói,2017,8.1,https://www.imdb.com/title/tt3315342/,"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.","Hugh Jackman,Patrick Stewart,Dafne Keen,Boyd Holbrook,Stephen Merchant,Elizabeth Rodriguez,Richard E. Grant,Eriq La Salle,Elise Neal,Quincy Fouse,Al Coronel,Frank Gallegos,Anthony Escobar,Reynaldo Gallegos,Krzysztof Soszynski"
219,Đường Đua Nghẹt Thở,2013,8.0,https://www.imdb.com/title/tt1979320/,The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.,"Chris Hemsworth,Daniel Brühl,Olivia Wilde,Alexandra Maria Lara,Pierfrancesco Favino,David Calder,Natalie Dormer,Stephen Mangan,Christian McKay,Alistair Petrie,Julian Rhind-Tutt,Colin Stinton,Jamie de Courcey,Augusto Dallara,Ilario Calvo"
220,Du rififi chez les hommes,1955,8.0,https://www.imdb.com/title/tt0048021/,"Four men plan a technically perfect crime, but the human element intervenes...","Jean Servais,Carl Möhner,Robert Manuel,Janine Darcey,Pierre Grasset,Robert Hossein,Marcel Lupovici,Dominique Maurin,Magali Noël,Marie Sabouret,Claude Sylvain,Jules Dassin,Armandel,Alain Bouvette,Alice Garan"
221,Ah-ga-ssi,2016,8.0,https://www.imdb.com/title/tt4016934/,"A woman is hired as a handmaiden to a Japanese heiress, but secretly she is involved in a plot to defraud her.","Min-hee Kim,Tae-ri Kim,Jung-woo Ha,Jin-woong Cho,Hae-sook Kim,So-Ri Moon,Seong-Bong Ahn,Si-yeon Ha,Ha-na Han,Ha-dam Jeong,Eun-hyung Jo,Eun-yeong Kim,In-woo Kim,Si-eun Kim,Dong-hwi Lee"
222,Les quatre cents coups,1959,8.0,https://www.imdb.com/title/tt0053198/,"A young boy, left without attention, delves into a life of petty crime.","Jean-Pierre Léaud,Claire Maurier,Albert Rémy,Guy Decomble,Georges Flamant,Patrick Auffay,Daniel Couturier,François Nocher,Richard Kanayan,Renaud Fontanarosa,Michel Girard,Serge Moati,Bernard Abbou,Jean-François Bergouignan,Michel Lesignor"
223,La passion de Jeanne d'Arc,1928,8.0,https://www.imdb.com/title/tt0019254/,"In 1431, Jeanne d'Arc is placed on trial on charges of heresy. The ecclesiastical jurists attempt to force Jeanne to recant her claims of holy visions.","Maria Falconetti,Eugene Silvain,André Berley,Maurice Schutz,Antonin Artaud,Michel Simon,Jean d'Yd,Louis Ravet,Armand Lurville,Jacques Arnna,Alexandre Mihalesco,Léon Larive"
224,Andrei Rublev,1966,8.0,https://www.imdb.com/title/tt0060107/,"The life, times and afflictions of the fifteenth-century Russian iconographer St. Andrei Rublev.","Anatoliy Solonitsyn,Ivan Lapikov,Nikolay Grinko,Nikolay Sergeev,Irina Tarkovskaya,Nikolay Burlyaev,Yuriy Nazarov,Yuriy Nikulin,Rolan Bykov,Nikolay Grabbe,Mikhail Kononov,Stepan Krylov,Bolot Beyshenaliev,B. Matysik,Anatoliy Obukhov"
225,Hotel Rwanda,2004,8.0,https://www.imdb.com/title/tt0395169/,"Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa.","Xolani Mali,Don Cheadle,Desmond Dube,Hakeem Kae-Kazim,Tony Kgoroge,Rosie Motene,Neil McCarthy,Mabutho 'Kid' Sithole,Nick Nolte,Fana Mokoena,Jeremiah Ndlovu,Sophie Okonedo,Lebo Mashile,Antonio David Lyons,Leleti Khumalo"
226,Spotlight,2015,8.0,https://www.imdb.com/title/tt1895587/,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.","Mark Ruffalo,Michael Keaton,Rachel McAdams,Liev Schreiber,John Slattery,Brian d'Arcy James,Stanley Tucci,Elena Wohl,Gene Amoroso,Doug Murray,Sharon McFarlane,Jamey Sheridan,Neal Huff,Billy Crudup,Robert B. Kennedy"
227,Amores perros,2000,8.0,https://www.imdb.com/title/tt0245712/,"A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love.","Emilio Echevarría,Gael García Bernal,Goya Toledo,Álvaro Guerrero,Vanessa Bauche,Jorge Salinas,Marco Pérez,Rodrigo Murray,Humberto Busto,Gerardo Campbell,Rosa María Bianchi,Dunia Saldívar,Adriana Barraza,José Sefami,Lourdes Echevarría"
228,Kaze no tani no Naushika,1984,8.0,https://www.imdb.com/title/tt0087544/,Warrior and pacifist Princess Nausicaä desperately struggles to prevent two warring nations from destroying themselves and their dying planet.,"Sumi Shimamoto,Mahito Tsujimura,Hisako Kyôda,Gorô Naya,Ichirô Nagai,Kôhei Miyauchi,Jôji Yanami,Minoru Yada,Rihoko Yoshida,Masako Sugaya,Takako Sasuga,Chika Sakamoto,Tarako,Yôji Matsuda,Mîna Tominaga"
229,Rang De Basanti,2006,8.0,https://www.imdb.com/title/tt0405508/,"The story of six young Indians who assist an English woman to film a documentary on the freedom fighters from their past, and the events that lead them to relive the long-forgotten saga of freedom.","Aamir Khan,Siddharth,Sharman Joshi,Kunal Kapoor,Atul Kulkarni,Alice Patten,Soha Ali Khan,Steven Mackintosh,Madhavan,Waheeda Rehman,Anupam Kher,Kiron Kher,Om Puri,Lekh Tandon,Cyrus Sahukar"
230,Rocky,1976,8.0,https://www.imdb.com/title/tt0075148/,A small-time boxer gets a supremely rare chance to fight a heavy-weight champion in a bout in which he strives to go the distance for his self-respect.,"Sylvester Stallone,Talia Shire,Burt Young,Carl Weathers,Burgess Meredith,Thayer David,Joe Spinell,Jimmy Gambina,Bill Baldwin,Al Silvani,George Memmoli,Jodi Letizia,Diana Lewis,George O'Hanlon,Larry Carroll"
231,La haine,1995,8.0,https://www.imdb.com/title/tt0113247/,24 hours in the lives of three young men in the French suburbs the day after a violent riot.,"Vincent Cassel,Hubert Koundé,Saïd Taghmaoui,Abdel Ahmed Ghili,Solo,Joseph Momo,Héloïse Rauth,Rywka Wajsbrot,Olga Abrego,Laurent Labasse,Choukri Gabteni,Nabil Ben Mhamed,Benoît Magimel,Médard Niang,Arash Mansour"
232,Gangs of Wasseypur,2012,8.0,https://www.imdb.com/title/tt1954470/,"A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur, and ignites a deadly blood feud spanning three generations.","Manoj Bajpayee,Richa Chadha,Nawazuddin Siddiqui,Tigmanshu Dhulia,Jameel Khan,Piyush Mishra,Jaideep Ahlawat,Huma Qureshi,Zeishan Quadri,Vipin Sharma,Satyakam Anand,Aditya Kumar,Viineet Kumar,Rajkummar Rao,Sankalp Acharekar"
233,Công Ty Quái Vật,2001,8.0,https://www.imdb.com/title/tt0198781/,"In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, 2 monsters realize things may not be what they think.","John Goodman,Billy Crystal,Mary Gibbs,Steve Buscemi,James Coburn,Jennifer Tilly,Bob Peterson,John Ratzenberger,Frank Oz,Daniel Gerson,Steve Susskind,Bonnie Hunt,Jeff Pidgeon,Samuel Lord Black,Jack Angel"
234,Rebecca,1940,8.0,https://www.imdb.com/title/tt0032976/,A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.,"Laurence Olivier,Joan Fontaine,George Sanders,Judith Anderson,Nigel Bruce,Reginald Denny,C. Aubrey Smith,Gladys Cooper,Florence Bates,Melville Cooper,Leo G. Carroll,Leonard Carey,Lumsden Hare,Edward Fielding,Philip Winter"
235,Portrait de la jeune fille en feu,2019,8.0,https://www.imdb.com/title/tt8613070/,"On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman.","Noémie Merlant,Adèle Haenel,Luàna Bajrami,Valeria Golino,Christel Baras,Armande Boulanger,Guy Delamarche,Clément Bouyssou"
236,Before Sunset,2004,8.0,https://www.imdb.com/title/tt0381681/,"Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour.","Ethan Hawke,Julie Delpy,Vernon Dobtcheff,Louise Lemoine Torrès,Rodolphe Pauly,Mariane Plasteig,Diabolo,Denis Evrard,Albert Delpy,Marie Pillet"
237,It Happened One Night,1934,8.0,https://www.imdb.com/title/tt0025316/,A spoiled heiress running away from her family is helped by a man who is actually a reporter in need of a story.,"Clark Gable,Claudette Colbert,Walter Connolly,Roscoe Karns,Jameson Thomas,Alan Hale,Arthur Hoyt,Blanche Friderici,Charles C. Wilson"
238,Rạp Xiếc,1928,8.0,https://www.imdb.com/title/tt0018773/,The Tramp finds work and the girl of his dreams at a circus.,"Al Ernest Garcia,Merna Kennedy,Harry Crocker,George Davis,Henry Bergman,Tiny Sandford,John Rand,Steve Murphy,Charles Chaplin"
239,Tâm Trạng Khi Yêu,2000,8.0,https://www.imdb.com/title/tt0118694/,"Two neighbors, a woman and a man, form a strong bond after both suspect extramarital activities of their spouses. However, they agree to keep their bond platonic so as not to commit similar wrongs.","Maggie Cheung,Tony Chiu-Wai Leung,Ping Lam Siu,Tung Cho 'Joe' Cheung,Rebecca Pan,Kelly Lai Chen,Man-Lei Chan,Kam-Wah Koo,Szu-Ying Chien,Paulyn Sun,Roy Cheung,Po-chun Chow,Hsien Yu"
240,"Paris, Texas",1984,8.0,https://www.imdb.com/title/tt0087884/,"Travis Henderson, an aimless drifter who has been missing for four years, wanders out of the desert and must reconnect with society, himself, his life, and his family.","Harry Dean Stanton,Nastassja Kinski,Dean Stockwell,Aurore Clément,Hunter Carson,Bernhard Wicki,Sam Berry,Claresie Mobley,Viva,Edward Fayton,Socorro Valdez,Justin Hogg,Tom Farrell,John Lurie,Jeni Vici"
241,Drishyam,2015,8.0,https://www.imdb.com/title/tt4430212/,"Desperate measures are taken by a man who tries to save his family from the dark side of the law, after they commit an unexpected crime.","Ajay Devgn,Shriya Saran,Tabu,Rajat Kapoor,Ishita Dutta,Mrunal Jadhav,Prasanna Ketkar,Yogesh Sonam,Prathamesh Parab,Rishab Chadha,Ashish Warang,Anil Nagarkar,Tarun Shukla,Smita Inamdar,Sanjay Bhatia"
242,Sát Thủ Vô Hình,2016,8.0,https://www.imdb.com/title/tt4857264/,A successful entrepreneur accused of murder and a witness preparation expert have less than three hours to come up with an impregnable defence.,"Mario Casas,Ana Wagener,Jose Coronado,Bárbara Lennie,Francesc Orella,Paco Tous,David Selvas,Iñigo Gastesi,San Yélamos,Manel Dueso,Blanca Martínez,Pere Brasó,Jordi Brunet,Bobby González,Martina Hurtado"
243,The Help,2011,8.0,https://www.imdb.com/title/tt1454029/,"An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids' point of view on the white families for which they work, and the hardships they go through on a daily basis.","Emma Stone,Viola Davis,Bryce Dallas Howard,Octavia Spencer,Jessica Chastain,Ahna O'Reilly,Allison Janney,Anna Camp,Eleanor Henry,Emma Henry,Chris Lowell,Cicely Tyson,Mike Vogel,Sissy Spacek,Brian Kerwin"
244,The Princess Bride,1987,8.0,https://www.imdb.com/title/tt0093779/,"While home sick in bed, a young boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love.","Cary Elwes,Mandy Patinkin,Chris Sarandon,Christopher Guest,Wallace Shawn,André the Giant,Fred Savage,Robin Wright,Peter Falk,Peter Cook,Mel Smith,Carol Kane,Billy Crystal,Anne Dyson,Margery Mason"
245,La battaglia di Algeri,1966,8.0,https://www.imdb.com/title/tt0058946/,"In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government.","Brahim Hadjadj,Jean Martin,Yacef Saadi,Samia Kerbash,Ugo Paletti,Fusia El Kader,Mohamed Ben Kassen"
246,Kẻ Hủy Diệt,1984,8.0,https://www.imdb.com/title/tt0088247/,"A human soldier is sent from 2029 to 1984 to stop an almost indestructible cyborg killing machine, sent from the same year, which has been programmed to execute a young woman whose unborn son is the key to humanity's future salvation.","Arnold Schwarzenegger,Michael Biehn,Linda Hamilton,Paul Winfield,Lance Henriksen,Rick Rossovich,Bess Motta,Earl Boen,Dick Miller,Shawn Schepps,Bruce M. Kerner,Franco Columbu,Bill Paxton,Brad Rearden,Brian Thompson"
247,"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",1997,8.0,https://www.imdb.com/title/tt0169858/,Concurrent theatrical ending of the TV series Shin Seiki Evangelion (1995).,"Megumi Ogata,Megumi Hayashibara,Yûko Miyamura,Kotono Mitsuishi,Yuriko Yamaguchi,Fumihiko Tachiki,Akira Ishida,Motomu Kiyokawa,Mugihito,Takehito Koyasu,Hiro Yûki,Miki Nagasawa,Spike Spencer,Amanda Winn Lee,Tiffany Grant"
248,Dáng Hình Thanh Âm,2016,8.0,https://www.imdb.com/title/tt5323662/,"A young man is ostracized by his classmates after he bullies a deaf girl to the point where she moves away. Years later, he sets off on a path for redemption.","Miyu Irino,Saori Hayami,Aoi Yûki,Kenshô Ono,Yûki Kaneko,Yui Ishikawa,Megumi Han,Toshiyuki Toyonaga,Mayu Matsuoka,Sachiko Kojima,Hana Takeda,Fuminori Komatsu,Ikuko Tani,Erena Kamata,Ayano Hamaguchi"
249,Kumonosu-jô,1957,8.0,https://www.imdb.com/title/tt0050613/,"A war-hardened general, egged on by his ambitious wife, works to fulfill a prophecy that he would become lord of Spider's Web Castle.","Toshirô Mifune,Isuzu Yamada,Takashi Shimura,Akira Kubo,Hiroshi Tachikawa,Minoru Chiaki,Takamaru Sasaki,Gen Shimizu,Kokuten Kôdô,Kichijirô Ueda,Eiko Miyoshi,Chieko Naniwa,Nakajirô Tomita,Yû Fujiki,Sachio Sakai"
250,Trois couleurs: Rouge,1994,8.0,https://www.imdb.com/title/tt0111495/,A model discovers a retired judge is keen on invading people's privacy.,"Irène Jacob,Jean-Louis Trintignant,Frédérique Feder,Jean-Pierre Lorit,Samuel Le Bihan,Marion Stalens,Teco Celio,Bernard Escalon,Jean Schlegel,Elzbieta Jasinska,Paul Vermeulen,Jean-Marie Daunas,Roland Carey,Brigitte Raul,Leo Ramseyer"
